account_id,step_name,completed,completed_at
acc_000000,publish_first_course,True,2023-01-20 00:00:00
acc_000000,assign_first_team,True,2023-01-14 00:00:00
acc_000000,configure_reminders,True,2023-01-17 00:00:00
acc_000000,sync_employee_directory,False,
acc_000000,generate_first_report,False,
acc_000001,publish_first_course,False,
acc_000001,assign_first_team,True,2024-06-26 00:00:00
acc_000001,configure_reminders,False,
acc_000001,sync_employee_directory,True,2024-06-21 00:00:00
acc_000001,generate_first_report,False,
acc_000002,publish_first_course,True,2024-10-31 00:00:00
acc_000002,assign_first_team,True,2024-11-26 00:00:00
acc_000002,configure_reminders,False,
acc_000002,sync_employee_directory,True,2024-11-16 00:00:00
acc_000002,generate_first_report,True,2024-11-19 00:00:00
acc_000003,publish_first_course,True,2022-10-12 00:00:00
acc_000003,assign_first_team,True,2022-10-18 00:00:00
acc_000003,configure_reminders,True,2022-10-22 00:00:00
acc_000003,sync_employee_directory,False,
acc_000003,generate_first_report,False,
acc_000004,publish_first_course,True,2024-05-07 00:00:00
acc_000004,assign_first_team,True,2024-05-17 00:00:00
acc_000004,configure_reminders,False,
acc_000004,sync_employee_directory,True,2024-04-25 00:00:00
acc_000004,generate_first_report,True,2024-05-09 00:00:00
acc_000005,publish_first_course,True,2023-10-28 00:00:00
acc_000005,assign_first_team,True,2023-11-07 00:00:00
acc_000005,configure_reminders,False,
acc_000005,sync_employee_directory,False,
acc_000005,generate_first_report,False,
acc_000006,publish_first_course,True,2024-07-15 00:00:00
acc_000006,assign_first_team,True,2024-07-26 00:00:00
acc_000006,configure_reminders,False,
acc_000006,sync_employee_directory,False,
acc_000006,generate_first_report,True,2024-07-05 00:00:00
acc_000007,publish_first_course,True,2023-07-13 00:00:00
acc_000007,assign_first_team,True,2023-07-11 00:00:00
acc_000007,configure_reminders,False,
acc_000007,sync_employee_directory,True,2023-06-14 00:00:00
acc_000007,generate_first_report,False,
acc_000008,publish_first_course,True,2024-12-11 00:00:00
acc_000008,assign_first_team,True,2024-12-11 00:00:00
acc_000008,configure_reminders,False,
acc_000008,sync_employee_directory,False,
acc_000008,generate_first_report,False,
acc_000009,publish_first_course,True,2022-12-25 00:00:00
acc_000009,assign_first_team,True,2022-12-18 00:00:00
acc_000009,configure_reminders,True,2022-12-20 00:00:00
acc_000009,sync_employee_directory,False,
acc_000009,generate_first_report,True,2022-12-29 00:00:00
acc_000010,publish_first_course,True,2023-05-08 00:00:00
acc_000010,assign_first_team,True,2023-05-10 00:00:00
acc_000010,configure_reminders,True,2023-05-14 00:00:00
acc_000010,sync_employee_directory,False,
acc_000010,generate_first_report,True,2023-05-03 00:00:00
acc_000011,publish_first_course,True,2023-10-07 00:00:00
acc_000011,assign_first_team,True,2023-09-19 00:00:00
acc_000011,configure_reminders,False,
acc_000011,sync_employee_directory,True,2023-10-11 00:00:00
acc_000011,generate_first_report,False,
acc_000012,publish_first_course,True,2024-12-15 00:00:00
acc_000012,assign_first_team,True,2024-12-14 00:00:00
acc_000012,configure_reminders,False,
acc_000012,sync_employee_directory,True,2024-12-03 00:00:00
acc_000012,generate_first_report,False,
acc_000013,publish_first_course,True,2023-02-02 00:00:00
acc_000013,assign_first_team,True,2023-01-24 00:00:00
acc_000013,configure_reminders,True,2023-02-03 00:00:00
acc_000013,sync_employee_directory,True,2023-01-29 00:00:00
acc_000013,generate_first_report,False,
acc_000014,publish_first_course,True,2024-06-22 00:00:00
acc_000014,assign_first_team,False,
acc_000014,configure_reminders,True,2024-06-27 00:00:00
acc_000014,sync_employee_directory,False,
acc_000014,generate_first_report,False,
acc_000015,publish_first_course,True,2024-09-28 00:00:00
acc_000015,assign_first_team,True,2024-09-23 00:00:00
acc_000015,configure_reminders,True,2024-09-27 00:00:00
acc_000015,sync_employee_directory,True,2024-09-24 00:00:00
acc_000015,generate_first_report,True,2024-09-24 00:00:00
acc_000016,publish_first_course,True,2023-04-27 00:00:00
acc_000016,assign_first_team,True,2023-05-08 00:00:00
acc_000016,configure_reminders,True,2023-05-08 00:00:00
acc_000016,sync_employee_directory,False,
acc_000016,generate_first_report,False,
acc_000017,publish_first_course,True,2024-12-05 00:00:00
acc_000017,assign_first_team,True,2024-11-15 00:00:00
acc_000017,configure_reminders,False,
acc_000017,sync_employee_directory,True,2024-11-28 00:00:00
acc_000017,generate_first_report,True,2024-11-22 00:00:00
acc_000018,publish_first_course,True,2023-10-11 00:00:00
acc_000018,assign_first_team,True,2023-09-30 00:00:00
acc_000018,configure_reminders,True,2023-10-05 00:00:00
acc_000018,sync_employee_directory,True,2023-10-04 00:00:00
acc_000018,generate_first_report,True,2023-10-13 00:00:00
acc_000019,publish_first_course,True,2023-02-03 00:00:00
acc_000019,assign_first_team,True,2023-02-08 00:00:00
acc_000019,configure_reminders,True,2023-01-13 00:00:00
acc_000019,sync_employee_directory,True,2023-02-07 00:00:00
acc_000019,generate_first_report,False,
acc_000020,publish_first_course,True,2023-10-10 00:00:00
acc_000020,assign_first_team,True,2023-10-28 00:00:00
acc_000020,configure_reminders,True,2023-10-27 00:00:00
acc_000020,sync_employee_directory,True,2023-10-24 00:00:00
acc_000020,generate_first_report,True,2023-10-01 00:00:00
acc_000021,publish_first_course,True,2023-07-22 00:00:00
acc_000021,assign_first_team,True,2023-07-17 00:00:00
acc_000021,configure_reminders,False,
acc_000021,sync_employee_directory,False,
acc_000021,generate_first_report,False,
acc_000022,publish_first_course,True,2023-04-19 00:00:00
acc_000022,assign_first_team,True,2023-04-12 00:00:00
acc_000022,configure_reminders,True,2023-05-07 00:00:00
acc_000022,sync_employee_directory,True,2023-04-15 00:00:00
acc_000022,generate_first_report,True,2023-05-06 00:00:00
acc_000023,publish_first_course,True,2024-02-19 00:00:00
acc_000023,assign_first_team,False,
acc_000023,configure_reminders,True,2024-03-05 00:00:00
acc_000023,sync_employee_directory,True,2024-03-09 00:00:00
acc_000023,generate_first_report,True,2024-02-20 00:00:00
acc_000024,publish_first_course,True,2024-10-30 00:00:00
acc_000024,assign_first_team,True,2024-11-08 00:00:00
acc_000024,configure_reminders,False,
acc_000024,sync_employee_directory,False,
acc_000024,generate_first_report,True,2024-10-22 00:00:00
acc_000025,publish_first_course,True,2023-09-05 00:00:00
acc_000025,assign_first_team,True,2023-09-08 00:00:00
acc_000025,configure_reminders,True,2023-09-01 00:00:00
acc_000025,sync_employee_directory,True,2023-09-13 00:00:00
acc_000025,generate_first_report,False,
acc_000026,publish_first_course,True,2023-01-08 00:00:00
acc_000026,assign_first_team,False,
acc_000026,configure_reminders,False,
acc_000026,sync_employee_directory,True,2023-01-10 00:00:00
acc_000026,generate_first_report,False,
acc_000027,publish_first_course,True,2024-10-15 00:00:00
acc_000027,assign_first_team,True,2024-10-13 00:00:00
acc_000027,configure_reminders,False,
acc_000027,sync_employee_directory,False,
acc_000027,generate_first_report,True,2024-10-18 00:00:00
acc_000028,publish_first_course,True,2024-01-07 00:00:00
acc_000028,assign_first_team,True,2024-01-04 00:00:00
acc_000028,configure_reminders,True,2023-12-30 00:00:00
acc_000028,sync_employee_directory,True,2024-01-06 00:00:00
acc_000028,generate_first_report,True,2024-01-08 00:00:00
acc_000029,publish_first_course,True,2023-12-11 00:00:00
acc_000029,assign_first_team,True,2023-12-17 00:00:00
acc_000029,configure_reminders,True,2023-12-08 00:00:00
acc_000029,sync_employee_directory,False,
acc_000029,generate_first_report,True,2023-12-13 00:00:00
acc_000030,publish_first_course,True,2024-06-28 00:00:00
acc_000030,assign_first_team,True,2024-07-07 00:00:00
acc_000030,configure_reminders,False,
acc_000030,sync_employee_directory,False,
acc_000030,generate_first_report,True,2024-07-03 00:00:00
acc_000031,publish_first_course,True,2025-01-27 00:00:00
acc_000031,assign_first_team,True,2025-01-06 00:00:00
acc_000031,configure_reminders,True,2025-01-16 00:00:00
acc_000031,sync_employee_directory,True,2025-01-27 00:00:00
acc_000031,generate_first_report,True,2025-01-25 00:00:00
acc_000032,publish_first_course,True,2023-09-24 00:00:00
acc_000032,assign_first_team,True,2023-08-28 00:00:00
acc_000032,configure_reminders,True,2023-08-31 00:00:00
acc_000032,sync_employee_directory,False,
acc_000032,generate_first_report,False,
acc_000033,publish_first_course,True,2024-07-14 00:00:00
acc_000033,assign_first_team,False,
acc_000033,configure_reminders,True,2024-08-08 00:00:00
acc_000033,sync_employee_directory,False,
acc_000033,generate_first_report,True,2024-08-08 00:00:00
acc_000034,publish_first_course,True,2024-01-12 00:00:00
acc_000034,assign_first_team,True,2024-01-07 00:00:00
acc_000034,configure_reminders,False,
acc_000034,sync_employee_directory,True,2024-01-13 00:00:00
acc_000034,generate_first_report,True,2024-01-04 00:00:00
acc_000035,publish_first_course,True,2024-07-09 00:00:00
acc_000035,assign_first_team,True,2024-07-12 00:00:00
acc_000035,configure_reminders,True,2024-07-24 00:00:00
acc_000035,sync_employee_directory,False,
acc_000035,generate_first_report,False,
acc_000036,publish_first_course,True,2024-11-13 00:00:00
acc_000036,assign_first_team,True,2024-11-16 00:00:00
acc_000036,configure_reminders,True,2024-11-12 00:00:00
acc_000036,sync_employee_directory,True,2024-12-04 00:00:00
